[(1023,1023),(1023,1023),(1023,1023),(844,236)]
[(1023,1023),(1023,1023),(1023,1023),(874,215)]
[(1023,1023),(1023,1023),(1023,1023),(906,199)]
[(1023,1023),(1023,1023),(1023,1023),(941,178)]
[(1023,1023),(1023,1023),(1023,1023),(976,161)]
[(1023,1023),(1023,1023),(1023,1023),(990,150)]
[(1023,1023),(1023,1023),(1023,1023),(992,152)]
[(1023,1023),(1023,1023),(1023,1023),(995,161)]
[(1023,1023),(1023,1023),(1023,1023),(976,184)]
[(1023,1023),(1023,1023),(1023,1023),(933,228)]
[(1023,1023),(1023,1023),(1023,1023),(864,285)]
[(927,422),(1023,1023),(1023,1023),(719,387)]
[(854,455),(898,56),(690,39),(652,423)]
[(798,500),(842,106),(640,87),(599,466)]
[(725,539),(770,151),(570,127),(529,504)]
[(665,583),(708,196),(513,170),(470,547)]
[(610,621),(662,238),(467,207),(416,583)]
[(558,667),(607,280),(413,248),(363,630)]
[(517,727),(573,336),(380,302),(322,686)]
[(490,756),(545,376),(352,342),(292,731)]
[(1023,1023),(531,416),(338,379),(280,758)]
[(1023,1023),(522,450),(329,415),(1023,1023)]
[(1023,1023),(510,479),(314,440),(1023,1023)]
[(1023,1023),(503,500),(309,461),(1023,1023)]
[(1023,1023),(495,519),(300,479),(1023,1023)]
[(1023,1023),(474,538),(277,498),(1023,1023)]
[(1023,1023),(469,548),(271,508),(1023,1023)]
[(1023,1023),(462,549),(265,509),(1023,1023)]
[(1023,1023),(463,541),(267,501),(1023,1023)]
[(1023,1023),(462,533),(266,495),(1023,1023)]
[(1023,1023),(475,497),(278,462),(1023,1023)]
[(1023,1023),(496,434),(300,400),(1023,1023)]
[(511,767),(507,368),(313,339),(1023,1023)]
[(287,664),(528,312),(333,281),(484,699)]
[(304,605),(538,255),(343,225),(498,635)]
[(315,543),(543,192),(348,167),(510,572)]
[(332,492),(560,143),(363,117),(524,521)]
[(345,426),(570,73),(372,48),(536,452)]
[(365,349),(591,5),(1023,1023),(553,378)]
[(383,284),(1023,1023),(1023,1023),(573,311)]
[(405,230),(1023,1023),(1023,1023),(594,258)]
[(420,190),(1023,1023),(1023,1023),(610,219)]
[(425,152),(1023,1023),(1023,1023),(617,179)]
[(437,123),(1023,1023),(1023,1023),(632,150)]
[(443,86),(1023,1023),(1023,1023),(639,114)]
[(451,63),(1023,1023),(1023,1023),(646,90)]
[(452,48),(1023,1023),(1023,1023),(649,76)]
[(454,47),(1023,1023),(1023,1023),(649,76)]
[(454,49),(1023,1023),(1023,1023),(649,81)]
[(456,54),(1023,1023),(1023,1023),(650,83)]
[(452,71),(1023,1023),(1023,1023),(648,104)]
[(436,112),(1023,1023),(1023,1023),(630,146)]
[(432,151),(1023,1023),(1023,1023),(624,187)]
[(413,199),(1023,1023),(1023,1023),(603,236)]
[(399,260),(1023,1023),(1023,1023),(585,305)]
[(385,299),(1023,1023),(1023,1023),(571,341)]
[(366,342),(1023,1023),(1023,1023),(552,384)]
[(360,377),(615,39),(1023,1023),(547,419)]
[(359,412),(615,79),(420,38),(546,456)]
[(369,444),(622,110),(428,71),(558,488)]
[(392,484),(647,151),(452,112),(582,529)]
[(404,504),(655,168),(463,131),(592,548)]
[(414,528),(667,193),(473,156),(603,576)]
[(411,546),(664,209),(471,174),(602,592)]
[(405,558),(658,223),(465,185),(595,603)]
[(396,558),(648,223),(456,186),(585,603)]
[(382,557),(633,222),(441,183),(573,601)]
[(372,556),(622,217),(429,183),(563,597)]
[(360,543),(608,204),(415,168),(551,582)]
[(342,531),(589,192),(394,159),(534,571)]
[(317,509),(557,167),(361,135),(509,544)]
[(322,483),(558,137),(363,108),(512,516)]
[(333,453),(566,108),(370,79),(523,485)]
[(326,415),(560,69),(364,39),(515,446)]
[(289,385),(529,39),(335,10),(480,418)]
[(228,355),(468,11),(1023,1023),(417,387)]
[(164,315),(1023,1023),(1023,1023),(357,350)]
[(91,292),(1023,1023),(1023,1023),(280,326)]
[(13,279),(1023,1023),(1023,1023),(208,311)]
[(1023,1023),(1023,1023),(1023,1023),(155,306)]
[(1023,1023),(1023,1023),(1023,1023),(110,303)]
[(1023,1023),(1023,1023),(1023,1023),(67,302)]
[(1023,1023),(1023,1023),(1023,1023),(35,300)]
[(1023,1023),(1023,1023),(1023,1023),(13,302)]
[(1023,1023),(1023,1023),(1023,1023),(1,304)]
[(1023,1023),(1023,1023),(1023,1023),(1023,1023)]
[(1023,1023),(1023,1023),(1023,1023),(1023,1023)]
[(1023,1023),(1023,1023),(1023,1023),(1023,1023)]
[(1023,1023),(1023,1023),(1023,1023),(1023,1023)]
[(1023,1023),(1023,1023),(1023,1023),(1023,1023)]
[(64,310),(1023,1023),(1023,1023),(1023,1023)]
[(136,319),(1023,1023),(1023,1023),(1023,1023)]
[(235,329),(33,305),(1023,1023),(1023,1023)]
[(308,337),(109,312),(1023,1023),(1023,1023)]
[(368,351),(173,327),(1023,1023),(1023,1023)]
[(432,361),(241,334),(1023,1023),(1023,1023)]
[(497,378),(306,353),(1023,1023),(1023,1023)]
[(559,397),(369,371),(1023,1023),(1023,1023)]
[(618,418),(429,391),(649,36),(1023,1023)]
[(691,437),(499,411),(719,50),(521,33)]
[(747,440),(551,412),(781,53),(578,36)]
[(806,442),(606,412),(841,49),(635,34)]
[(864,449),(660,419),(900,53),(692,39)]
[(931,460),(721,427),(965,58),(754,45)]
[(952,464),(741,434),(983,60),(773,48)]
[(971,471),(759,439),(993,67),(789,55)]
[(990,479),(783,449),(1004,77),(813,63)]
[(1002,485),(806,457),(1023,1023),(837,70)]
[(1007,483),(816,454),(1023,1023),(844,64)]
[(1008,465),(826,444),(1023,1023),(852,55)]
[(1023,1023),(816,427),(1023,1023),(843,38)]
[(1023,1023),(790,385),(1023,1023),(812,6)]
[(1023,1023),(775,339),(1023,1023),(1023,1023)]
[(1023,1023),(772,296),(1023,1023),(1023,1023)]
[(1023,1023),(772,259),(1023,1023),(1023,1023)]
[(1023,1023),(793,202),(1023,1023),(1023,1023)]
[(1023,1023),(816,139),(1023,1023),(1023,1023)]
[(1023,1023),(834,95),(1023,1023),(1023,1023)]
[(1023,1023),(860,48),(1023,1023),(1023,1023)]
[(1023,1023),(886,16),(1023,1023),(1023,1023)]
[(1023,1023),(899,16),(1023,1023),(1023,1023)]
[(1023,1023),(883,30),(1023,1023),(1023,1023)]
[(1023,1023),(858,62),(1023,1023),(1023,1023)]
[(1023,1023),(823,95),(1023,1023),(1023,1023)]
[(1023,1023),(777,137),(1023,1023),(1023,1023)]
[(926,199),(719,168),(1023,1023),(1023,1023)]
[(849,247),(649,210),(1023,1023),(1023,1023)]
[(770,283),(575,243),(1023,1023),(1023,1023)]
[(674,332),(485,287),(1023,1023),(1023,1023)]
[(595,364),(409,319),(1023,1023),(1023,1023)]
[(533,389),(348,344),(1023,1023),(1023,1023)]
[(482,409),(299,358),(568,35),(1023,1023)]
[(448,417),(264,366),(531,43),(1023,1023)]
[(416,429),(230,379),(500,57),(1023,1023)]
[(360,448),(172,397),(445,77),(1023,1023)]
[(314,460),(124,411),(398,87),(201,31)]
[(251,473),(58,422),(344,100),(144,40)]
[(156,490),(1023,1023),(249,111),(44,49)]
[(58,518),(1023,1023),(143,129),(1023,1023)]
[(2,508),(1023,1023),(64,118),(1023,1023)]
[(1023,1023),(1023,1023),(13,104),(1023,1023)]
[(1023,1023),(1023,1023),(1023,1023),(1023,1023)]
[(1023,1023),(1023,1023),(1023,1023),(1023,1023)]
[(1023,1023),(1023,1023),(1023,1023),(1023,1023)]
[(1023,1023),(1023,1023),(1023,1023),(1023,1023)]
[(1023,1023),(1023,1023),(1023,1023),(1023,1023)]
[(1023,1023),(1023,1023),(1023,1023),(1023,1023)]
[(1023,1023),(1023,1023),(1023,1023),(1023,1023)]
[(57,89),(1023,1023),(1023,1023),(1023,1023)]
[(106,63),(1023,1023),(1023,1023),(1023,1023)]
[(150,54),(1023,1023),(1023,1023),(1023,1023)]
[(201,52),(1023,1023),(1023,1023),(1023,1023)]
[(235,66),(27,44),(1023,1023),(1023,1023)]
[(288,118),(85,99),(1023,1023),(1023,1023)]
[(330,178),(131,157),(1023,1023),(1023,1023)]
[(389,251),(195,230),(1023,1023),(1023,1023)]
[(413,273),(220,251),(1023,1023),(1023,1023)]
[(463,323),(272,300),(1023,1023),(1023,1023)]
[(505,363),(315,342),(1023,1023),(1023,1023)]
[(535,406),(345,384),(560,24),(1023,1023)]
[(571,455),(382,435),(598,77),(401,57)]
[(598,492),(405,468),(621,110),(425,92)]
[(623,524),(431,499),(647,143),(452,124)]
[(665,565),(471,539),(688,181),(493,163)]
[(712,611),(515,582),(735,223),(539,206)]
[(741,644),(541,614),(764,252),(565,233)]
[(768,668),(567,636),(791,273),(592,255)]
[(806,692),(601,656),(830,293),(629,273)]
[(838,701),(630,664),(861,300),(660,281)]
[(891,718),(684,680),(917,312),(709,294)]
[(938,724),(723,685),(959,315),(747,295)]
[(974,719),(761,679),(990,307),(785,289)]
[(994,690),(788,655),(1004,281),(812,264)]
[(1023,1023),(830,623),(1023,1023),(856,232)]
[(1023,1023),(844,581),(1023,1023),(869,191)]
[(1023,1023),(858,535),(1023,1023),(885,145)]
[(1023,1023),(845,455),(1023,1023),(877,67)]
[(1023,1023),(829,392),(1023,1023),(864,7)]
[(1023,1023),(808,325),(1023,1023),(1023,1023)]
[(951,291),(742,259),(1023,1023),(1023,1023)]
[(863,263),(663,224),(1023,1023),(1023,1023)]
[(780,251),(585,207),(1023,1023),(1023,1023)]
[(731,268),(536,223),(1023,1023),(1023,1023)]
[(690,300),(501,251),(1023,1023),(1023,1023)]
[(646,342),(460,292),(1023,1023),(1023,1023)]
[(601,395),(419,341),(1023,1023),(1023,1023)]
[(559,443),(375,387),(650,68),(1023,1023)]
[(532,490),(348,435),(618,121),(428,71)]
[(520,531),(336,474),(613,160),(424,107)]
[(478,579),(293,522),(571,207),(382,153)]
[(428,617),(243,557),(528,245),(341,187)]
[(406,626),(219,567),(504,253),(316,198)]
[(382,627),(192,568),(479,254),(289,197)]
[(351,622),(162,567),(445,248),(255,193)]
[(299,586),(107,535),(389,214),(195,159)]
[(256,543),(61,498),(342,169),(138,112)]
[(200,497),(10,453),(279,121),(78,68)]
[(109,441),(1023,1023),(186,58),(1023,1023)]
[(24,398),(1023,1023),(97,11),(1023,1023)]
[(3,369),(1023,1023),(1023,1023),(1023,1023)]
[(1023,1023),(1023,1023),(1023,1023),(1023,1023)]
[(1023,1023),(1023,1023),(1023,1023),(1023,1023)]
[(1023,1023),(1023,1023),(1023,1023),(1023,1023)]
[(1023,1023),(1023,1023),(1023,1023),(1023,1023)]
[(1023,1023),(1023,1023),(1023,1023),(1023,1023)]
[(1023,1023),(1023,1023),(1023,1023),(1023,1023)]
[(1023,1023),(1023,1023),(1023,1023),(1023,1023)]
[(1023,1023),(1023,1023),(1023,1023),(1023,1023)]
[(46,312),(1023,1023),(1023,1023),(1023,1023)]
[(173,342),(1023,1023),(1023,1023),(1023,1023)]
[(252,356),(52,332),(1023,1023),(1023,1023)]
[(317,366),(120,343),(1023,1023),(1023,1023)]
[(371,381),(177,357),(1023,1023),(1023,1023)]
[(436,387),(244,364),(1023,1023),(1023,1023)]
[(497,402),(308,379),(1023,1023),(1023,1023)]
[(558,420),(367,396),(584,40),(1023,1023)]
[(608,433),(417,411),(630,49),(433,33)]
[(656,447),(464,425),(679,63),(480,48)]
[(705,455),(511,432),(727,70),(528,56)]
[(747,465),(550,443),(767,78),(566,67)]
[(827,480),(625,456),(844,87),(644,79)]
[(866,486),(660,460),(882,89),(678,80)]
[(932,489),(722,462),(953,89),(742,80)]
[(998,494),(799,466),(1013,96),(826,79)]
[(1023,1023),(847,473),(1023,1023),(876,81)]
[(1023,1023),(870,482),(1023,1023),(901,88)]
[(1023,1023),(880,479),(1023,1023),(910,87)]
[(1023,1023),(899,476),(1023,1023),(929,81)]
[(1023,1023),(922,461),(1023,1023),(952,66)]
[(1023,1023),(933,447),(1023,1023),(968,50)]
[(1023,1023),(923,437),(1023,1023),(963,40)]
[(1023,1023),(822,418),(1023,1023),(850,27)]
[(952,425),(734,393),(1023,1023),(771,11)]
[(860,404),(657,372),(1023,1023),(696,3)]
[(750,399),(557,367),(1023,1023),(596,3)]
[(682,394),(491,362),(1023,1023),(536,0)]
[(610,392),(421,356),(1023,1023),(475,0)]
[(514,376),(328,340),(1023,1023),(571,6)]
[(416,366),(229,328),(1023,1023),(481,3)]
[(324,363),(132,323),(1023,1023),(1023,1023)]
[(241,391),(44,351),(1023,1023),(1023,1023)]
[(196,422),(7,383),(258,37),(1023,1023)]
[(157,440),(1023,1023),(221,57),(1023,1023)]
[(122,456),(1023,1023),(193,71),(1023,1023)]
[(65,471),(1023,1023),(139,83),(1023,1023)]
[(25,475),(1023,1023),(96,84),(1023,1023)]
[(0,472),(1023,1023),(54,81),(1023,1023)]
[(1023,1023),(1023,1023),(34,83),(1023,1023)]
[(1023,1023),(1023,1023),(28,87),(1023,1023)]
[(1023,1023),(1023,1023),(34,87),(1023,1023)]
[(1023,1023),(1023,1023),(54,86),(1023,1023)]
[(1023,1023),(1023,1023),(86,79),(1023,1023)]
[(82,453),(1023,1023),(158,66),(1023,1023)]
[(159,431),(1023,1023),(222,48),(1023,1023)]
[(230,414),(32,376),(285,33),(1023,1023)]
[(307,395),(112,359),(358,17),(1023,1023)]
[(384,376),(193,341),(434,6),(1023,1023)]
[(441,370),(252,339),(484,3),(1023,1023)]
[(516,355),(328,329),(1023,1023),(1023,1023)]
[(595,343),(405,317),(1023,1023),(1023,1023)]
[(666,331),(475,308),(1023,1023),(1023,1023)]
[(750,318),(555,298),(1023,1023),(1023,1023)]
[(796,309),(598,291),(1023,1023),(1023,1023)]
[(848,310),(647,293),(1023,1023),(1023,1023)]
[(901,311),(694,298),(1023,1023),(1023,1023)]
[(935,317),(726,303),(1023,1023),(1023,1023)]
[(966,318),(753,307),(1023,1023),(1023,1023)]
[(986,328),(777,315),(1023,1023),(1023,1023)]
[(997,341),(798,330),(1023,1023),(1023,1023)]
[(1023,1023),(833,337),(1023,1023),(1023,1023)]
[(1023,1023),(870,325),(1023,1023),(1023,1023)]
[(1023,1023),(904,283),(1023,1023),(1023,1023)]
[(1023,1023),(927,228),(1023,1023),(1023,1023)]
[(1023,1023),(937,147),(1023,1023),(1023,1023)]
[(1023,1023),(917,52),(1023,1023),(1023,1023)]
[(1023,1023),(881,2),(1023,1023),(1023,1023)]
[(1023,1023),(1023,1023),(1023,1023),(1023,1023)]
[(1023,1023),(1023,1023),(1023,1023),(1023,1023)]
[(1023,1023),(1023,1023),(1023,1023),(1023,1023)]
[(779,31),(1023,1023),(1023,1023),(1023,1023)]
[(720,105),(524,73),(1023,1023),(1023,1023)]
[(630,203),(442,167),(1023,1023),(1023,1023)]
[(572,294),(387,252),(1023,1023),(1023,1023)]
[(543,359),(359,315),(1023,1023),(1023,1023)]
[(531,398),(346,355),(1023,1023),(1023,1023)]
[(504,475),(320,427),(582,104),(388,61)]
[(481,512),(296,460),(563,140),(374,91)]
[(459,553),(274,499),(544,182),(355,131)]
[(445,569),(259,516),(529,199),(342,147)]
[(416,609),(228,555),(505,239),(318,184)]
[(398,620),(211,567),(487,249),(299,197)]
[(377,613),(189,560),(469,243),(280,190)]
[(357,593),(167,544),(440,222),(248,170)]
[(342,548),(150,503),(417,177),(224,128)]
[(334,461),(143,419),(402,90),(206,44)]
[(255,373),(60,330),(329,6),(1023,1023)]
[(198,336),(10,296),(1023,1023),(1023,1023)]
[(118,306),(1023,1023),(1023,1023),(1023,1023)]
[(40,282),(1023,1023),(1023,1023),(1023,1023)]
[(9,274),(1023,1023),(1023,1023),(1023,1023)]
[(1023,1023),(1023,1023),(1023,1023),(1023,1023)]
[(1023,1023),(1023,1023),(1023,1023),(1023,1023)]
[(1023,1023),(1023,1023),(1023,1023),(1023,1023)]
[(1023,1023),(1023,1023),(1023,1023),(1023,1023)]
[(1023,1023),(1023,1023),(1023,1023),(1023,1023)]
[(1023,1023),(1023,1023),(1023,1023),(1023,1023)]
[(1023,1023),(1023,1023),(1023,1023),(1023,1023)]
[(1023,1023),(1023,1023),(1023,1023),(1023,1023)]
[(1023,1023),(1023,1023),(1023,1023),(1023,1023)]
[(1023,1023),(1023,1023),(1023,1023),(1023,1023)]
[(38,335),(1023,1023),(1023,1023),(1023,1023)]
[(141,364),(1023,1023),(1023,1023),(1023,1023)]
[(243,377),(43,356),(1023,1023),(1023,1023)]
[(350,388),(157,366),(1023,1023),(1023,1023)]
[(432,404),(243,386),(451,24),(1023,1023)]
[(504,410),(315,394),(515,30),(1023,1023)]
[(588,420),(397,404),(600,40),(402,28)]
[(651,425),(461,408),(663,42),(467,32)]
[(720,432),(534,415),(739,47),(539,39)]
[(812,443),(613,423),(824,52),(622,47)]
[(867,448),(665,427),(890,52),(682,48)]
[(953,460),(743,434),(972,58),(761,51)]
[(1009,476),(821,451),(1023,1023),(844,63)]
[(1023,1023),(863,463),(1023,1023),(890,73)]
[(1023,1023),(911,469),(1023,1023),(936,78)]
[(1023,1023),(956,470),(1023,1023),(983,73)]
[(1023,1023),(993,463),(1023,1023),(1003,69)]
[(1023,1023),(1023,1023),(1023,1023),(1023,1023)]
[(1023,1023),(1023,1023),(1023,1023),(1023,1023)]
[(1023,1023),(1023,1023),(1023,1023),(1023,1023)]
[(1023,1023),(1023,1023),(1023,1023),(1023,1023)]
[(1023,1023),(1023,1023),(1023,1023),(1023,1023)]
[(904,409),(1023,1023),(1023,1023),(1023,1023)]
[(839,396),(1023,1023),(1023,1023),(1023,1023)]
[(745,379),(955,404),(1023,1023),(1023,1023)]
[(652,356),(853,382),(1023,1023),(1023,1023)]
[(507,331),(697,353),(1023,1023),(1023,1023)]
[(334,298),(521,324),(1023,1023),(1023,1023)]
[(234,280),(423,308),(1023,1023),(1023,1023)]
[(109,274),(305,303),(1023,1023),(1023,1023)]
[(42,272),(243,296),(1023,1023),(1023,1023)]
[(1023,1023),(173,294),(1023,1023),(1023,1023)]
[(1023,1023),(114,289),(1023,1023),(1023,1023)]
[(1023,1023),(53,284),(1023,1023),(1023,1023)]
[(1023,1023),(13,291),(1023,1023),(1023,1023)]
[(1023,1023),(1023,1023),(1023,1023),(1023,1023)]
[(1023,1023),(1023,1023),(1023,1023),(1023,1023)]
[(1023,1023),(1023,1023),(1023,1023),(1023,1023)]
[(1023,1023),(1023,1023),(1023,1023),(1023,1023)]
[(1023,1023),(1023,1023),(1023,1023),(1023,1023)]
[(1023,1023),(1023,1023),(1023,1023),(1023,1023)]
[(1023,1023),(1023,1023),(1023,1023),(1023,1023)]
[(1023,1023),(1023,1023),(1023,1023),(1023,1023)]
[(1023,1023),(1023,1023),(1023,1023),(1023,1023)]
[(1023,1023),(1023,1023),(1023,1023),(1023,1023)]
[(1023,1023),(1023,1023),(1023,1023),(1023,1023)]
[(1023,1023),(1023,1023),(1023,1023),(1023,1023)]
[(1023,1023),(1023,1023),(1023,1023),(1023,1023)]
[(185,52),(1023,1023),(1023,1023),(1023,1023)]
[(505,150),(55,115),(1023,1023),(1023,1023)]
[(304,197),(108,161),(1023,1023),(1023,1023)]
[(367,257),(174,219),(1023,1023),(1023,1023)]
[(418,329),(230,298),(1023,1023),(1023,1023)]
[(465,388),(280,352),(1023,1023),(1023,1023)]
[(524,454),(337,417),(578,83),(391,47)]
[(602,534),(416,492),(662,157),(470,121)]
[(647,582),(456,538),(705,202),(512,167)]
[(681,627),(488,579),(740,242),(547,207)]
[(711,659),(517,610),(769,272),(575,238)]
[(747,691),(551,639),(804,300),(608,264)]
[(775,716),(576,663),(832,322),(633,287)]
[(802,732),(601,680),(857,337),(656,303)]
[(839,741),(634,688),(889,341),(686,310)]
[(883,717),(676,666),(931,317),(724,287)]
[(901,615),(693,573),(941,220),(734,199)]
[(888,551),(683,513),(928,158),(721,139)]
[(881,458),(677,422),(928,66),(719,48)]
[(872,371),(669,339),(1023,1023),(1023,1023)]
[(895,315),(691,283),(1023,1023),(1023,1023)]
[(882,227),(679,201),(1023,1023),(1023,1023)]
[(875,177),(672,151),(1023,1023),(1023,1023)]
[(805,153),(608,121),(1023,1023),(1023,1023)]
[(727,179),(535,143),(1023,1023),(1023,1023)]
[(633,242),(447,202),(1023,1023),(1023,1023)]
[(595,282),(412,237),(1023,1023),(1023,1023)]
[(532,339),(348,292),(1023,1023),(1023,1023)]
[(475,377),(293,331),(1023,1023),(1023,1023)]
[(416,420),(233,369),(504,50),(1023,1023)]
[(359,449),(168,397),(447,83),(255,25)]
[(315,464),(129,410),(411,96),(218,35)]
[(272,479),(84,420),(375,111),(184,47)]
[(210,487),(21,427),(320,119),(126,50)]
[(137,494),(1023,1023),(247,121),(48,52)]
[(64,498),(1023,1023),(172,120),(1023,1023)]
[(10,495),(1023,1023),(102,112),(1023,1023)]
[(1023,1023),(1023,1023),(48,89),(1023,1023)]
[(1023,1023),(1023,1023),(13,69),(1023,1023)]
[(1023,1023),(1023,1023),(1023,1023),(1023,1023)]
[(1023,1023),(1023,1023),(1023,1023),(1023,1023)]
[(1023,1023),(1023,1023),(1023,1023),(1023,1023)]
[(1023,1023),(1023,1023),(1023,1023),(1023,1023)]
[(1023,1023),(1023,1023),(1023,1023),(1023,1023)]
[(1023,1023),(1023,1023),(1023,1023),(1023,1023)]
[(59,256),(1023,1023),(1023,1023),(1023,1023)]
[(130,261),(1023,1023),(1023,1023),(1023,1023)]
[(207,286),(1023,1023),(1023,1023),(1023,1023)]
[(298,330),(100,308),(1023,1023),(1023,1023)]
[(389,380),(197,355),(1023,1023),(1023,1023)]
[(430,405),(240,381),(458,28),(1023,1023)]
[(467,421),(279,395),(505,46),(1023,1023)]
[(512,442),(325,412),(549,64),(355,39)]
[(536,468),(349,440),(573,92),(379,65)]
[(569,490),(382,459),(610,115),(418,87)]
[(578,502),(391,469),(621,127),(428,99)]
[(591,517),(400,481),(640,143),(448,111)]
[(593,525),(408,478),(665,154),(476,113)]
[(593,533),(410,477),(682,166),(495,115)]
[(577,516),(401,443),(704,159),(521,92)]
[(584,508),(416,420),(742,162),(564,80)]
[(575,499),(413,402),(753,162),(580,68)]
[(553,493),(394,391),(744,164),(574,64)]
[(538,492),(383,387),(735,167),(570,64)]
[(511,492),(358,386),(713,172),(550,65)]
[(494,494),(342,386),(695,174),(534,67)]
[(485,491),(334,379),(696,176),(534,64)]
[(467,481),(318,368),(679,169),(520,55)]
[(424,428),(277,315),(643,123),(487,10)]
[(370,371),(221,258),(588,63),(1023,1023)]
[(305,298),(149,182),(527,3),(1023,1023)]
[(207,199),(45,79),(1023,1023),(1023,1023)]
[(131,151),(1023,1023),(1023,1023),(1023,1023)]
[(76,106),(1023,1023),(1023,1023),(1023,1023)]
[(37,73),(1023,1023),(1023,1023),(1023,1023)]
[(9,63),(1023,1023),(1023,1023),(1023,1023)]
[(16,82),(1023,1023),(1023,1023),(1023,1023)]
[(36,103),(1023,1023),(1023,1023),(1023,1023)]
[(71,139),(1023,1023),(1023,1023),(1023,1023)]
[(113,175),(1023,1023),(1023,1023),(1023,1023)]
[(141,221),(1023,1023),(1023,1023),(1023,1023)]
[(166,255),(1023,1023),(1023,1023),(1023,1023)]
[(189,296),(1023,1023),(1023,1023),(1023,1023)]
[(222,343),(58,231),(1023,1023),(1023,1023)]
[(250,387),(83,285),(435,57),(1023,1023)]
[(272,414),(104,318),(445,78),(1023,1023)]
[(294,442),(117,363),(438,93),(1023,1023)]
[(290,474),(104,417),(391,109),(201,46)]
[(311,482),(121,440),(381,112),(186,63)]
[(336,491),(142,469),(367,115),(167,88)]
[(345,509),(150,507),(336,133),(135,124)]
[(368,512),(175,524),(335,136),(133,144)]
[(408,527),(216,556),(341,157),(144,180)]
[(457,539),(269,581),(360,176),(167,216)]
[(517,539),(330,591),(406,182),(217,233)]
[(562,532),(381,592),(428,182),(245,244)]
[(608,515),(426,584),(454,173),(272,243)]
[(655,467),(479,540),(490,131),(314,208)]
[(698,401),(522,475),(531,65),(354,146)]
[(741,367),(564,447),(564,33),(390,119)]
[(813,342),(636,425),(622,13),(453,102)]
[(863,327),(682,416),(663,6),(495,94)]
[(910,311),(731,405),(691,2),(532,88)]
[(958,293),(776,392),(1023,1023),(568,80)]
[(986,278),(808,382),(1023,1023),(596,71)]
[(1006,254),(846,359),(1023,1023),(623,55)]
[(1004,253),(842,357),(1023,1023),(622,51)]
[(996,266),(824,368),(1023,1023),(608,62)]
[(962,297),(777,398),(1023,1023),(575,82)]
[(915,337),(730,430),(1023,1023),(538,111)]
[(871,378),(688,463),(683,42),(508,138)]
[(797,427),(614,505),(624,88),(448,172)]
[(745,462),(564,536),(582,121),(405,201)]
[(664,502),(481,570),(514,157),(335,228)]
[(583,536),(392,602),(439,188),(255,252)]
[(521,555),(336,615),(393,201),(206,261)]
[(457,569),(267,621),(345,209),(155,259)]
[(392,577),(197,619),(304,208),(106,245)]
[(384,559),(188,585),(322,188),(124,210)]
